page,country,rev_id,ores_score,Geography,Population mid-2018 (millions),_merge
Mário Viegas Carrascalão,East Timorese,793270640,B,,,left_only
Páll á Reynatúgvu,Faroese,793276089,Start,,,left_only
Atli Dam,Faroese,793277402,Start,,,left_only
Thomas Dundas (British Army officer),Guadeloupe,793286976,Start,,,left_only
Va'ai Kolone,Samoan,793294077,Start,,,left_only
Maurice Satineau,Guadeloupe,793353218,Stub,,,left_only
Henrik Old,Faroese,793353435,Stub,,,left_only
Victor Carey,Guernsey,793355768,C,,,left_only
Marita Petersen,Faroese,793394960,Start,,,left_only
Cecil Stanley Harrison,Jersey,793405839,Stub,,,left_only
Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,,left_only
Ndumiso Mamba,Swaziland,793428048,Stub,,,left_only
José Abílio Osório Soares,East Timorese,793454583,Start,,,left_only
Chantal Berthelot,French Guiana,793613477,Stub,,,left_only
Maximiliano Hernández Martínez,Salvadoran,793642670,C,,,left_only
Jan Masaryk,Czech Republic,793642926,C,,,left_only
Charles Aken Fairbridge,Cape Colony,793643575,Stub,,,left_only
Charles Konan Banny,Ivorian,793682835,Start,,,left_only
Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428,Start,,,left_only
Elizabeth Carriere,Montserratian,793896767,Stub,,,left_only
Tamaseu Leni Warren,Samoan,793926721,Stub,,,left_only
Reynaldo Galindo Pohl,Salvadoran,794052085,Stub,,,left_only
Raymond Guilliod,Guadeloupe,794067588,Stub,,,left_only
Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,,left_only
Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,,left_only
Jan Koukal,Czech Republic,794146543,Stub,,,left_only
Abu Ali Mustafa,Palestinian Territory,794170874,Start,,,left_only
Sergey Abramov (politician),Chechen,794171049,Stub,,,left_only
William Howley Goodenough,Cape Colony,794193433,Start,,,left_only
Christine Adjobi,Ivorian,794194775,Stub,,,left_only
Mata'afa Iosefo,Samoan,794202189,Start,,,left_only
George Thomas Napier,Cape Colony,794346758,Start,,,left_only
Ciro Cruz Zepeda,Salvadoran,794459622,Start,,,left_only
Salah Khalaf,Palestinian Territory,794482018,C,,,left_only
José Alfredo Saavedra,Hondura,794482135,Stub,,,left_only
Ken Flower,Rhodesian,794528943,Start,,,left_only
Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,Stub,,,left_only
"Clarens, Switzerland",South African Republic,794593079,Start,,,left_only
Malek Bin Sulaiman Al Ma'amari,Omani,794599835,Stub,,,left_only
Yun Duk-min,South Korean,794638210,Stub,,,left_only
William Butler (British Army officer),Cape Colony,794705198,C,,,left_only
"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141,C,,,left_only
Konris Maynard,Saint Kitts and Nevis,794794927,Stub,,,left_only
Robert Wigmore,Cook Island,794802546,Start,,,left_only
Pukeiti Pukeiti,Cook Island,794802590,Stub,,,left_only
Malik Saidullaev,Chechen,794893770,Start,,,left_only
Meralda Warren,Pitcairn Islands,794905581,C,,,left_only
Léon Damas,French Guiana,794908987,Start,,,left_only
Carlos Humberto Romero,Salvadoran,794988963,Start,,,left_only
Pavel Bém,Czech Republic,794995687,Start,,,left_only
Kamal Nasser,Palestinian Territory,795004000,Start,,,left_only
List of Bailiffs of Jersey,Jersey,795069319,Start,,,left_only
"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,C,,,left_only
Elias Camsek Chin,Palauan,795139723,Start,,,left_only
Joseph Chatoyer,Saint Vincent and the Grenadines,795283194,Start,,,left_only
Louis Straker,Saint Vincent and the Grenadines,795343481,Start,,,left_only
Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,,left_only
Hugh Beadle,Rhodesian,795369277,FA,,,left_only
Vít Bárta,Czech Republic,795377941,Stub,,,left_only
Hugh Marshall Hole,Rhodesian,795483112,Start,,,left_only
Cheong Yang-seog,South Korean,795546187,Stub,,,left_only
Chin Young,South Korean,795546191,Start,,,left_only
Kim Kwan-yong,South Korean,795546228,Start,,,left_only
Lee Hahn-koo,South Korean,795546245,Stub,,,left_only
Lee Jung-hyun (politician),South Korean,795546256,Stub,,,left_only
Ana María,Salvadoran,795573859,Start,,,left_only
"Sir George Yonge, 5th Baronet",Cape Colony,795625420,C,,,left_only
Afega Gaualofa,Tokelauan,795631781,Stub,,,left_only
Siopili Perez,Tokelauan,795633170,Stub,,,left_only
Current members of Palestinian Legislative Council,Palestinian Territory,795648388,Start,,,left_only
Victoria Treadell,Pitcairn Islands,795649021,Start,,,left_only
President of South Ossetia,South Ossetian,795669553,Start,,,left_only
John Le Couteur,Jersey,795676915,C,,,left_only
César Ham,Hondura,795765167,Stub,,,left_only
Karl Kautsky,Czech Republic,795807571,C,,,left_only
Karl von Czyhlarz,Czech Republic,795809115,Stub,,,left_only
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,C,,,left_only
Jim Perchard,Jersey,796095584,Start,,,left_only
Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,,left_only
Fathi Hamad,Palestinian Territory,796124047,Start,,,left_only
Arturo Armando Molina,Salvadoran,796131598,Stub,,,left_only
Pauli Ellefsen,Faroese,796170338,Start,,,left_only
Bryan Ian Le Marquand,Jersey,796170389,Start,,,left_only
Rasmus Rasmussen (writer),Faroese,796170437,C,,,left_only
Mario Fernando Hernández,Hondura,796180350,Start,,,left_only
Charles Richard Parkin Christian,Pitcairn Islands,796203049,Stub,,,left_only
Warren Clive Christian,Pitcairn Islands,796203180,Stub,,,left_only
Jay Warren,Pitcairn Islands,796203252,Start,,,left_only
Václav Fresl,Czech Republic,796253432,Stub,,,left_only
Dzeliwe of Swaziland,Swaziland,796256782,Start,,,left_only
Eduardo Gauggel Rivas,Hondura,796291215,Stub,,,left_only
Ale Vena Ale,Samoan,796309750,Stub,,,left_only
Christoffel Brand,Cape Colony,796352977,C,,,left_only
Keneti Sio,Samoan,796377891,Stub,,,left_only
Josef Václav Frič,Czech Republic,796403608,Start,,,left_only
Robert Alston,Pitcairn Islands,796592041,Stub,,,left_only
Bernard Martínez Valerio,Hondura,796597000,Start,,,left_only
Felicito Ávila,Hondura,796635107,Stub,,,left_only
Henry Barkly,Cape Colony,796646347,C,,,left_only
Musa Alami,Palestinian Territory,796697881,C,,,left_only
Patricia Rodas,Hondura,796709335,Start,,,left_only
Roque Rodrigues,East Timorese,796722416,Stub,,,left_only
Togia Sioneholo,Niuean,796747380,Stub,,,left_only
Tomáš Zdechovský,Czech Republic,796749458,C,,,left_only
Andrea Češková,Czech Republic,796751775,Stub,,,left_only
Dana Kuchtová,Czech Republic,796752629,Stub,,,left_only
Rudolf Margolius,Czech Republic,796825099,C,,,left_only
Avelino Coelho da Silva,East Timorese,796886084,Stub,,,left_only
Sagid Murtazaliev,Dagestani,796896055,Start,,,left_only
Palestinian Declaration of Independence,Palestinian Territory,796911861,C,,,left_only
Ahmad Kurd,Palestinian Territory,796924085,Stub,,,left_only
Alla Dzhioyeva,Ossetian,796950389,C,,,left_only
Amin al-Majaj,Palestinian Territory,796961464,Start,,,left_only
Aziz Duwaik,Palestinian Territory,797021613,C,,,left_only
Lord Charles Somerset,Cape Colony,797029963,Start,,,left_only
Manuel Tilman,East Timorese,797040695,Stub,,,left_only
Simeon Daniel,Saint Kitts and Nevis,797053483,Start,,,left_only
Ahmed Yassin,Palestinian Territory,797122322,GA,,,left_only
Carlos Eugenio Vides Casanova,Salvadoran,797151261,C,,,left_only
Charles Blé Goudé,Ivorian,797168824,C,,,left_only
Akhmed Zakayev,Chechen,797214106,B,,,left_only
Butterworth Stavely,Pitcairn Islands,797221428,Start,,,left_only
Sheikh Mansur,Chechen,797258871,Start,,,left_only
Isabel da Costa Ferreira,East Timorese,797279277,B,,,left_only
John Henry (Cook Islands politician),Cook Island,797303432,Stub,,,left_only
Geoffrey Henry,Cook Island,797303508,Start,,,left_only
Albert Henry (politician),Cook Island,797303536,C,,,left_only
Roy Welensky,Rhodesian,797314307,FA,,,left_only
Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,,left_only
Carlos Humberto Reyes,Hondura,797385790,Start,,,left_only
Abel Muzorewa,Rhodesian,797407618,C,,,left_only
Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,,left_only
Emília Pires,East Timorese,797438594,C,,,left_only
Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,,left_only
Peter Mohr Dam,Faroese,797450160,Stub,,,left_only
Knút Wang,Faroese,797493287,Start,,,left_only
Sjúrður Skaale,Faroese,797493405,C,,,left_only
Ben Nsibandze,Swaziland,797494822,Stub,,,left_only
Carlos López Contreras,Hondura,797499354,Stub,,,left_only
František Ladislav Rieger,Czech Republic,797539957,B,,,left_only
Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,,left_only
Sadia Argueta,Hondura,797677168,Stub,,,left_only
Margarita Dabdoub Sikaffi,Hondura,797684912,Start,,,left_only
Andrew Green (Jersey politician),Jersey,797693636,Stub,,,left_only
Benjamin D'Urban,Cape Colony,797735815,C,,,left_only
Sékou Sanogo,Ivorian,797736207,Stub,,,left_only
Paul Antoine Bohoun Bouabré,Ivorian,797737768,Start,,,left_only
Geraint Jennings,Jersey,797746493,Start,,,left_only
Premier of Niue,Niuean,797757076,Start,,,left_only
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,Start,,,left_only
List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,Start,,,left_only
List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926,Start,,,left_only
Prime Minister of Samoa,Samoan,797760961,C,,,left_only
Yusuf bin Alawi bin Abdullah,Omani,797805284,Start,,,left_only
Kim Chong-hoh,South Korean,797806095,Stub,,,left_only
Hanan Ashrawi,Palestinian Territory,797806716,C,,,left_only
Prime Minister of South Ossetia,South Ossetian,797825875,Start,,,left_only
Petr Mach,Czech Republic,797842545,Start,,,left_only
Akiko Sugiyama,Palauan,797884160,Stub,,,left_only
List of Prime Ministers of Swaziland,Swaziland,797904256,Start,,,left_only
Allan Louisy,Saint Lucian,797914672,Start,,,left_only
Allen Montgomery Lewis,Saint Lucian,797914793,Start,,,left_only
Samira bint Mohamed Al-Moosa,Omani,797947292,Stub,,,left_only
Boswell Williams,Saint Lucian,797970479,Stub,,,left_only
John Charles Molteno,Cape Colony,797978795,C,,,left_only
Cause of Yasser Arafat's death,Palestinian Territory,798100387,B,,,left_only
George Charles,Saint Lucian,798164824,Start,,,left_only
"George Macartney, 1st Earl Macartney",Cape Colony,798165649,C,,,left_only
George Mallet,Saint Lucian,798165675,C,,,left_only
Tupua Tamasese Lealofi IV,Samoan,798166885,Stub,,,left_only
Tofilau Eti Alesana,Samoan,798166951,Start,,,left_only
Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,,left_only
Xanana Gusmão,East Timorese,798242613,C,,,left_only
Ian Gorst,Jersey,798244483,Start,,,left_only
Kassim Al-Rimawi,Palestinian Territory,798262559,Start,,,left_only
"Government House, Montserrat",Montserratian,798265888,Start,,,left_only
Ibrahim Abu-Lughod,Palestinian Territory,798282902,C,,,left_only
Chung Ho-yong,South Korean,798295710,Stub,,,left_only
Miguel Álvarez Castro,Salvadoran,798306895,Stub,,,left_only
Daniel de Lisle Brock,Guernsey,798315235,C,,,left_only
Islah Jad,Palestinian Territory,798331360,Start,,,left_only
José Luís Guterres,East Timorese,798334210,Start,,,left_only
William Porter (Attorney General),Cape Colony,798383131,C,,,left_only
Jack Howman,Rhodesian,798384751,Stub,,,left_only
José Tomás Ponce,Hondura,798394355,Stub,,,left_only
Mary Elizabeth Flores,Hondura,798401950,Start,,,left_only
Barnabas Sibusiso Dlamini,Swaziland,798454144,Start,,,left_only
Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,,left_only
José Cecilio del Valle,Hondura,798460200,C,,,left_only
José Guillermo García,Salvadoran,798460321,Start,,,left_only
Julian Hunte,Saint Lucian,798468800,Start,,,left_only
Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,,left_only
Jaroslava Moserová,Czech Republic,798490261,Start,,,left_only
Ethel Tawse Jollie,Rhodesian,798492985,Start,,,left_only
Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start,,,left_only
Ali Mitayev,Chechen,798580067,Start,,,left_only
Lee Jae-myung,South Korean,798611948,Stub,,,left_only
Efrem Eshba,Abkhazia,798644673,Stub,,,left_only
Vávra Suk,Czech Republic,798648973,Stub,,,left_only
Vojtěch Náprstek,Czech Republic,798686948,C,,,left_only
Dahir Riyale Kahin,Somaliland,798692052,Start,,,left_only
Lubomír Štrougal,Czech Republic,798705619,Start,,,left_only
Issam Sartawi,Palestinian Territory,798732432,C,,,left_only
David Tennant (politician),Cape Colony,798742813,C,,,left_only
Kennedy Simmonds,Saint Kitts and Nevis,798766032,Stub,,,left_only
Jan Krejčí,Czech Republic,798796793,B,,,left_only
Le Tagaloa Pita,Samoan,798807561,Start,,,left_only
Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,,left_only
Ebenezer Joshua,Saint Vincent and the Grenadines,798864996,Start,,,left_only
Marisol Argueta de Barillas,Salvadoran,798896224,Start,,,left_only
Marwan Barghouti,Palestinian Territory,798913975,GA,,,left_only
Radek John,Czech Republic,798944631,Stub,,,left_only
Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,,left_only
Arsénio Bano,East Timorese,798969127,Stub,,,left_only
Mohammad Shtayyeh,Palestinian Territory,799023109,C,,,left_only
Mohammed Dahlan,Palestinian Territory,799023535,C,,,left_only
Morella Joseph,Saint Lucian,799034545,Stub,,,left_only
Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,,left_only
Nino Konis Santana,East Timorese,799059687,Stub,,,left_only
Léon Konan Koffi,Ivorian,799061508,Stub,,,left_only
Nabil Shaath,Palestinian Territory,799072017,Start,,,left_only
Lee Nak-hoon,South Korean,799083872,C,,,left_only
Nabeel Kassis,Palestinian Territory,799209138,Start,,,left_only
David Payton,Tokelauan,799209983,Stub,,,left_only
David Romero Ellner,Hondura,799220342,Start,,,left_only
Norma Haydee Calderón,Hondura,799300330,Stub,,,left_only
Jan Jesenius,Czech Republic,799301686,Start,,,left_only
Donaldson Romeo,Montserratian,799317293,Start,,,left_only
Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,,left_only
Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,,left_only
Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,,left_only
Alan David Butler,Rhodesian,799332728,Start,,,left_only
Leonid Tibilov,South Ossetian,799335775,Start,,,left_only
Timothy Harris,Saint Kitts and Nevis,799339256,Start,,,left_only
Olman Danery Maldonado,Hondura,799341541,Stub,,,left_only
Andries Stockenström,Cape Colony,799373837,B,,,left_only
"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,C,,,left_only
Paul Yao N'Dré,Ivorian,799484902,C,,,left_only
George Carteret,Jersey,799514955,C,,,left_only
Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,,left_only
Moosa AbdulRahman Hassan,Omani,799540696,C,,,left_only
Jack William Pithey,Rhodesian,799548505,Start,,,left_only
President of Rhodesia,Rhodesian,799548556,C,,,left_only
Gerard Bromley Robert Christian,Pitcairn Islands,799551777,Stub,,,left_only
Ivan Christian,Pitcairn Islands,799551778,Stub,,,left_only
Pervis Ferris Young,Pitcairn Islands,799551779,Stub,,,left_only
Thursday October Christian II,Pitcairn Islands,799551780,Start,,,left_only
Brenda Christian,Pitcairn Islands,799551784,Start,,,left_only
President of East Timor,East Timorese,799570306,Start,,,left_only
Denis Walker,Rhodesian,799608339,C,,,left_only
Garri Aiba,Abkhazia,799618550,Start,,,left_only
Jim Marurai,Cook Island,799769949,C,,,left_only
Mahmoud al-Mabhouh,Palestinian Territory,799802471,GA,,,left_only
Pearlette Louisy,Saint Lucian,799842307,C,,,left_only
Qadura Fares,Palestinian Territory,799858795,Stub,,,left_only
Daniel Kablan Duncan,Ivorian,799873303,Start,,,left_only
Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,,left_only
René Emilio Ponce,Salvadoran,799918049,Stub,,,left_only
Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,,left_only
Ouboutou Tegremante,Saint Kitts and Nevis,799930780,Stub,,,left_only
Yoo Il-ho,South Korean,799945764,Stub,,,left_only
Leila Khaled,Palestinian Territory,800067783,C,,,left_only
Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,,left_only
Augustin Thiam,Ivorian,800116906,Start,,,left_only
Shawn Christian (mayor),Pitcairn Islands,800137512,Start,,,left_only
Charles Henry Darling,Cape Colony,800159179,Start,,,left_only
Silvia Ayala,Hondura,800166969,Stub,,,left_only
Simone Gbagbo,Ivorian,800169882,C,,,left_only
James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111,Start,,,left_only
Park Young-sun,South Korean,800258105,C,,,left_only
Muhammad Nimr al-Hawari,Palestinian Territory,800264686,C,,,left_only
Wadie Haddad,Palestinian Territory,800268417,Start,,,left_only
Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,,left_only
James Cowden,Rhodesian,800407772,Stub,,,left_only
Herbert Chitepo,Rhodesian,800416336,C,,,left_only
Guillermo Ungo,Salvadoran,800478736,Stub,,,left_only
Thomas Nangle,Rhodesian,800479460,Start,,,left_only
"Statue of Paul Kruger, Church Square",South African Republic,800488968,Start,,,left_only
Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,,left_only
Josef Ježek,Czech Republic,800555146,Start,,,left_only
Ricardo Álvarez Arias,Hondura,800643446,Stub,,,left_only
Sotsha Dlamini,Swaziland,800650407,Stub,,,left_only
Munib al-Masri,Palestinian Territory,800663648,C,,,left_only
Stanislaus A. James,Saint Lucian,800680583,Start,,,left_only
Stephenson King,Saint Lucian,800696547,C,,,left_only
Stuart Syvret,Jersey,800714278,GA,,,left_only
Suha Arafat,Palestinian Territory,800718761,C,,,left_only
Høgni Hoydal,Faroese,800723683,Start,,,left_only
Taba Summit,Palestinian Territory,800748567,C,,,left_only
Henriette Diabaté,Ivorian,800750399,Start,,,left_only
Jana Bobošíková,Czech Republic,800754664,Start,,,left_only
John Paterson (Cape politician),Cape Colony,800767317,C,,,left_only
Inga Rhonda King,Saint Vincent and the Grenadines,800881284,Start,,,left_only
Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,Start,,,left_only
Kwon Young-ghil,South Korean,800896932,Start,,,left_only
In Jae-keun,South Korean,800896981,Stub,,,left_only
Viktor Dyk,Czech Republic,800925236,C,,,left_only
Alois Jirásek,Czech Republic,800925518,C,,,left_only
Sari Nusseibeh,Palestinian Territory,800949001,C,,,left_only
Timothy Stamps,Rhodesian,800986051,C,,,left_only
Turpal-Ali Atgeriyev,Chechen,801036587,Start,,,left_only
Aveau Niko Palamo,Samoan,801057378,Stub,,,left_only
Edmund Estephane,Saint Lucian,801070713,Stub,,,left_only
Eduard Kokoity,South Ossetian,801087048,C,,,left_only
Vaughan Lewis,Saint Lucian,801096569,Start,,,left_only
Education Minister of the Palestinian National Authority,Palestinian Territory,801102332,Start,,,left_only
Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,,left_only
Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,,left_only
Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,,left_only
Mark Gosche,Samoan,801142102,Start,,,left_only
Edward Trevor (Jersey),Jersey,801172575,Start,,,left_only
Premier of Montserrat,Montserratian,801175821,Start,,,left_only
Lauaki Namulauulu Mamoe,Samoan,801175876,C,,,left_only
List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,Start,,,left_only
Tufuga Efi,Samoan,801182300,C,,,left_only
Salamasina,Samoan,801186581,Start,,,left_only
Efraín Bu Girón,Hondura,801194944,Stub,,,left_only
Tupua Tamasese Meaʻole,Samoan,801213484,Start,,,left_only
Yaqub al-Ghusayn,Palestinian Territory,801214518,Start,,,left_only
Winston Cenac,Saint Lucian,801276622,Stub,,,left_only
Félix Houphouët-Boigny,Ivorian,801282263,B,,,left_only
Philip Ozouf Jr,Jersey,801284949,C,,,left_only
Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101,Stub,,,left_only
Khaled Mashal,Palestinian Territory,801299475,B,,,left_only
Emile Capgras,Martinique,801319110,Stub,,,left_only
Ziad Abu Ein,Palestinian Territory,801335922,C,,,left_only
Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,,left_only
John X. Merriman,Cape Colony,801351302,C,,,left_only
Abdullah Al Saidi,Omani,801364408,Stub,,,left_only
Head of Government of Tokelau,Tokelauan,801375710,Start,,,left_only
Walter Antonio Chávez,Hondura,801414837,Stub,,,left_only
Mpilo Walter Benson Rubusana,Cape Colony,801417570,C,,,left_only
Elvia Josefina Amador,Hondura,801499755,Stub,,,left_only
Zuhdi Labib Terzi,Palestinian Territory,801507800,Start,,,left_only
Dmitry Sanakoyev,South Ossetian,801560549,Start,,,left_only
Emma Hippolyte,Saint Lucian,801563305,Stub,,,left_only
Emma Kruse Va'ai,Samoan,801564093,Start,,,left_only
Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,C,,,left_only
Túpac Amaru,Incan,801587917,C,,,left_only
Falima Teao,Tokelauan,801630990,Stub,,,left_only
Kristina Háfoss,Faroese,801638146,Start,,,left_only
Sam Levy,Rhodesian,801716406,Start,,,left_only
Humphrey Gibbs,Rhodesian,801718040,C,,,left_only
Tupua Tamasese,Samoan,801746626,Start,,,left_only
Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,,left_only
P. K. van der Byl,Rhodesian,801795215,FA,,,left_only
Henry Hugh Clifford,Cape Colony,801856640,C,,,left_only
Raghib al-Nashashibi,Palestinian Territory,801867039,Start,,,left_only
Clifford Dupont,Rhodesian,801876681,C,,,left_only
Krugersdorp,South African Republic,801877418,C,,,left_only
James Tennant Molteno,Cape Colony,801935094,C,,,left_only
President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,,left_only
"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,Start,,,left_only
Tupua Tamasese Lealofi III,Samoan,801944573,Start,,,left_only
Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,,left_only
Adriana Krnáčová,Czech Republic,801972898,Start,,,left_only
Marlon Tábora Muñoz,Hondura,802009929,C,,,left_only
Olaf Frederick Nelson,Samoan,802011301,Start,,,left_only
Ondřej Liška,Czech Republic,802013967,Stub,,,left_only
Zhiuli Shartava,Abkhazia,802029007,Start,,,left_only
List of heads of government of Ivory Coast,Ivorian,802048749,Start,,,left_only
Marcel Chládek,Czech Republic,802054500,Stub,,,left_only
Miroslava Kopicová,Czech Republic,802055280,Stub,,,left_only
Milan Chovanec,Czech Republic,802060218,Stub,,,left_only
František Bublan,Czech Republic,802060471,Stub,,,left_only
Jiří Dienstbier Jr.,Czech Republic,802069244,C,,,left_only
Estanislau da Silva,East Timorese,802072802,Start,,,left_only
Antonio Saca,Salvadoran,802075785,C,,,left_only
Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257,Stub,,,left_only
Labotsibeni Mdluli,Swaziland,802149787,C,,,left_only
Lance Smith (politician),Rhodesian,802151785,GA,,,left_only
Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,,left_only
List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,,left_only
Va'aletoa Sualauvi II,Samoan,802218035,Start,,,left_only
Eustace John,Saint Kitts and Nevis,802273418,Stub,,,left_only
Jibril Rajoub,Palestinian Territory,802302873,C,,,left_only
Said bin Taimur,Omani,802317488,C,,,left_only
Táňa Fischerová,Czech Republic,802360196,C,,,left_only
Václav Jehlička,Czech Republic,802365998,Stub,,,left_only
Michel Amani N'Guessan,Ivorian,802374350,Stub,,,left_only
Richard Weston (treasurer),Guernsey,802409654,C,,,left_only
Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,,left_only
Viliam Široký,Czech Republic,802416926,Stub,,,left_only
Abdelrahman al-Dajani,Palestinian Territory,802436402,Stub,,,left_only
Ahmad Agha Duzdar,Palestinian Territory,802436510,Stub,,,left_only
Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655,Stub,,,left_only
Hussam ad-Din Jarallah,Palestinian Territory,802438226,Start,,,left_only
As'ad Shukeiri,Palestinian Territory,802444446,Stub,,,left_only
Sirið Stenberg,Faroese,802476681,Start,,,left_only
Eyad al-Sarraj,Palestinian Territory,802495061,Start,,,left_only
Eyðgunn Samuelsen,Faroese,802515495,Stub,,,left_only
Miroslav Lidinský,Czech Republic,802531379,C,,,left_only
Peter Crill,Jersey,802532217,C,,,left_only
Abdel Aziz al-Rantisi,Palestinian Territory,802598153,C,,,left_only
Alexandre de Beauharnais,Martinique,802657786,Start,,,left_only
Akhmad Kadyrov,Chechen,802665757,C,,,left_only
Kang Kum-sil,South Korean,802728876,Stub,,,left_only
José Ramos-Horta,East Timorese,802765398,C,,,left_only
Petr Cibulka,Czech Republic,802834939,Start,,,left_only
Fatima Bernawi,Palestinian Territory,802835604,Start,,,left_only
Faumuina Tiatia Liuga,Samoan,802850235,Start,,,left_only
Anna Šabatová,Czech Republic,802875800,Stub,,,left_only
Vadim Brovtsev,South Ossetian,802882186,C,,,left_only
Jeanne Gervais,Ivorian,802893546,Stub,,,left_only
Gladys Anoma,Ivorian,802893568,Stub,,,left_only
"John Carteret, 2nd Earl Granville",Jersey,802912550,C,,,left_only
Edva Jacobsen,Faroese,802925425,Stub,,,left_only
Desmond Lardner-Burke,Rhodesian,802930161,C,,,left_only
Hugo Lindo,Salvadoran,802944082,Start,,,left_only
Dzhokhar Dudayev,Chechen,802950350,C,,,left_only
Marco Aurelio Soto,Hondura,802955117,Start,,,left_only
Park Yong-ok,South Korean,802955917,Stub,,,left_only
Ahmad Sa'adat,Palestinian Territory,802968215,C,,,left_only
Yuri Voronov,Abkhazia,803018106,Stub,,,left_only
Fernando de Araújo (East Timorese politician),East Timorese,803043434,Start,,,left_only
Aksel V. Johannesen,Faroese,803145744,Start,,,left_only
Ilyas Akhmadov,Chechen,803177211,Start,,,left_only
Leander Starr Jameson,Cape Colony,803177433,C,,,left_only
Salah Shehade,Palestinian Territory,803242304,C,,,left_only
Henry Bartle Frere,Cape Colony,803288472,B,,,left_only
"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,C,,,left_only
Adolph Aloys von Braun,Czech Republic,803332354,C,,,left_only
Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,,left_only
Jeon Hye-sook,South Korean,803383030,Stub,,,left_only
Toke Talagi,Niuean,803392432,C,,,left_only
Darius J. Pearce,Jersey,803416400,C,,,left_only
Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,,left_only
Mahmoud Abbas,Palestinian Territory,803433440,B,,,left_only
Dana Bérová,Czech Republic,803438779,Stub,,,left_only
Ruslan Gelayev,Chechen,803469952,B,,,left_only
Pachacuti,Incan,803601556,C,,,left_only
Head of the Republic of Dagestan,Dagestani,803611453,Start,,,left_only
Taur Matan Ruak,East Timorese,803615826,C,,,left_only
"Henry Loch, 1st Baron Loch",Cape Colony,803618569,C,,,left_only
John Bredenkamp,Rhodesian,803620246,C,,,left_only
Djóni í Geil,Faroese,803656387,Start,,,left_only
František Palacký,Czech Republic,803658529,C,,,left_only
Lúcia Lobato,East Timorese,803664269,Start,,,left_only
Schafik Handal,Salvadoran,803674894,Start,,,left_only
